med_id,generic_name,normalized_name,renal_audit_status,audit_priority,renal_rules_published,renal_rules_pending,renal_rules_automatic,renal_biblio_published,renal_biblio_verified,renal_clinical_class,existing_review_priority,phase6_status,disposition,next_action
MED-0710,FENOXIMETILPENICILINA BENZATINA,FENOXIMETILPENICILINA BENZATINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0711,FENOXIMETILPENICILINA POTÁSICA,FENOXIMETILPENICILINA POTASICA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0712,GRISEOFULVINA,GRISEOFULVINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0713,ITRACONAZOL,ITRACONAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0714,IVERMECTINA,IVERMECTINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0715,JOSAMICINA,JOSAMICINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0716,MICONAZOL,MICONAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0717,MIDECAMICINA,MIDECAMICINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0719,AMBROXOL,AMBROXOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0720,CLOPERASTINA,CLOPERASTINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0721,DESMOPRESINA,DESMOPRESINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0722,DEXCLORFENIRAMINA,DEXCLORFENIRAMINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0723,EBASTINA,EBASTINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0724,KETOTIFENO,KETOTIFENO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0725,LEVODROPROPIZINA,LEVODROPROPIZINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0726,LISDEXANFETAMINA,LISDEXANFETAMINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0727,PARAFINA LÍQUIDA,PARAFINA LIQUIDA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0728,POLIETILENGLICOL 4000,POLIETILENGLICOL 4000,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0729,RACECADOTRILO,RACECADOTRILO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0730,ACETATO DE RETINOL,ACETATO DE RETINOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0731,ÁCIDO AZELAICO,ACIDO AZELAICO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0732,ÁCIDO FUSÍDICO,ACIDO FUSIDICO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0733,ADAPALENO,ADAPALENO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0734,ADAPALENO/PERÓXIDO DE BENZOILO,ADAPALENO PEROXIDO DE BENZOILO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0735,AZELASTINA,AZELASTINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0736,BECLOMETASONA,BECLOMETASONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0737,BETAMETASONA,BETAMETASONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0738,BETAMETASONA/ÁCIDO FUSÍDICO,BETAMETASONA ACIDO FUSIDICO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0739,BETAMETASONA/CLOTRIMAZOL,BETAMETASONA CLOTRIMAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0740,BETAMETASONA/GENTAMICINA,BETAMETASONA GENTAMICINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0741,CICLOPIROX,CICLOPIROX,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0742,CIPROFLOXACINO/FLUOCINOLONA,CIPROFLOXACINO FLUOCINOLONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0743,CLINDAMICINA/PERÓXIDO DE BENZOILO,CLINDAMICINA PEROXIDO DE BENZOILO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0744,CLINDAMICINA/TRETINOÍNA,CLINDAMICINA TRETINOINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0745,CLIOQUINOL/BECLOMETASONA,CLIOQUINOL BECLOMETASONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0746,CLOBETASONA,CLOBETASONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0747,CLORTETRACICLINA,CLORTETRACICLINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0748,DEXAMETASONA/TOBRAMICINA,DEXAMETASONA TOBRAMICINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0749,FLUOCINOLONA,FLUOCINOLONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0750,FLUOROMETOLONA,FLUOROMETOLONA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0751,GRAMICIDINA/POLIMIXINA B/NEOMICINA,GRAMICIDINA POLIMIXINA B NEOMICINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0752,HIDROCORTISONA ACEPONATO,HIDROCORTISONA ACEPONATO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0753,HIDROCORTISONA/ÁCIDO FUSÍDICO,HIDROCORTISONA ACIDO FUSIDICO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0754,HIDROCORTISONA BUTIRATO,HIDROCORTISONA BUTIRATO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0755,HIDROCORTISONA/MICONAZOL,HIDROCORTISONA MICONAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0756,HIDROCORTISONA/OXITETRACICLINA,HIDROCORTISONA OXITETRACICLINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0757,HIDRÓXIDO DE POTASIO,HIDROXIDO DE POTASIO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0758,IDOXURIDINA,IDOXURIDINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0759,LEVOCABASTINA,LEVOCABASTINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0760,MUPIROCINA,MUPIROCINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0761,NEDOCROMILO,NEDOCROMILO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0762,OLOPATADINA,OLOPATADINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0763,OXICONAZOL,OXICONAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0764,OZENOXACINO,OZENOXACINO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0765,PERMETRINA,PERMETRINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0766,PERÓXIDO DE BENZOILO,PEROXIDO DE BENZOILO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0767,PIMECROLIMUS,PIMECROLIMUS,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0768,PREDNICARBATO,PREDNICARBATO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0769,SULFADIAZINA ARGÉNTICA,SULFADIAZINA ARGENTICA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0770,RINGER LACTATO,RINGER LACTATO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0771,VITAMINA E (TOCOFEROL),VITAMINA E TOCOFEROL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0772,AMINOFILINA,AMINOFILINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0773,SALES DE REHIDRATACIÓN ORAL (SRO),SALES DE REHIDRATACION ORAL SRO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0774,ARTEMÉTER/LUMEFANTRINA,ARTEMETER LUMEFANTRINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0775,ARTESUNATO,ARTESUNATO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0776,QUININA DICLORHIDRATO,QUININA DICLORHIDRATO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0777,PENICILINA G BENZATINA,PENICILINA G BENZATINA,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0778,ÁCIDO SALICÍLICO,ACIDO SALICILICO,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0780,CITRATO DE CAFEÍNA,CITRATO DE CAFEINA,NO_RENAL_CONTENT,1,0,0,0,0,0,GOODMAN_SENAL_RENAL_REQUIERE_FICHA_ACTUAL,2.0,PENDING_CURRENT_LABEL,REQUIERE_FICHA_GUIA_ACTUAL,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0781,COTRIMOXAZOL,COTRIMOXAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,NO_LOCALIZADO_GOODMAN_REQUIERE_OTRA_FUENTE,5.0,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0782,DORNASA ALFA,DORNASA ALFA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0783,ÓXIDO NÍTRICO INHALADO,OXIDO NITRICO INHALADO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0785,SURFACTANTE PULMONAR PORCINO,SURFACTANTE PULMONAR PORCINO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0787,BUTILESCOPOLAMINA,BUTILESCOPOLAMINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0788,FLUTICASONA/FORMOTEROL,FLUTICASONA/FORMOTEROL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0789,FLUTICASONA/SALMETEROL,FLUTICASONA/SALMETEROL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0790,FLUTICASONA/VILANTEROL,FLUTICASONA/VILANTEROL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0791,INSULINA ASPART/INSULINA ASPART-PROTAMINA,INSULINA ASPART/INSULINA ASPART-PROTAMINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0792,INSULINA INTERMEDIA/INSULINA ASPART,INSULINA INTERMEDIA/INSULINA ASPART,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0793,INSULINA LISPRO/INSULINA LISPRO-PROTAMINA,INSULINA LISPRO/INSULINA LISPRO-PROTAMINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0794,IVACAFTOR/TEZACAFTOR,IVACAFTOR/TEZACAFTOR,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0795,LAURILSULFOACETATO DE SODIO/CITRATO TRISODICO,LAURILSULFOACETATO DE SODIO/CITRATO TRISODICO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0796,LOPINAVIR/RITONAVIR,LOPINAVIR/RITONAVIR,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0797,LUMACAFTOR/IVACAFTOR,LUMACAFTOR/IVACAFTOR,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0798,MACROGOL 3350/ELECTROLITOS,MACROGOL 3350/ELECTROLITOS,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0799,MACROGOL 3350/SODIO SULFATO,MACROGOL 3350/SODIO SULFATO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0800,MACROGOL 4000/SODIO SULFATO,MACROGOL 4000/SODIO SULFATO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0801,MACROGOL 4000/SODIO SULFATO/SODIO FOSFATO,MACROGOL 4000/SODIO SULFATO/SODIO FOSFATO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0802,PANCREATINA/DIMETICONA,PANCREATINA/DIMETICONA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0803,PARAFINA LIQUIDA/PICOSULFATO SODICO,PARAFINA LIQUIDA/PICOSULFATO SODICO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0804,PICOSULFATO SODICO/CITRATO DE MAGNESIO,PICOSULFATO SODICO/CITRATO DE MAGNESIO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0805,SALBUTAMOL/BECLOMETASONA,SALBUTAMOL/BECLOMETASONA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0806,SALES DE MAGNESIO (CARBONATO/FOSFATO/OXIDO),SALES DE MAGNESIO (CARBONATO/FOSFATO/OXIDO),NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0807,SODIO SULFATO/SODIO FOSFATO,SODIO SULFATO/SODIO FOSFATO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0808,RETINOL/GENTAMICINA/METIONINA,RETINOL/GENTAMICINA/METIONINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0809,BECLOMETASONA/NEOMICINA,BECLOMETASONA/NEOMICINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0810,ESPIRAMICINA/METRONIDAZOL,ESPIRAMICINA/METRONIDAZOL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0811,CARBONATO DE CALCIO/COLECALCIFEROL,CARBONATO DE CALCIO/COLECALCIFEROL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0812,CEFTOLOZANO/TAZOBACTAM,CEFTOLOZANO/TAZOBACTAM,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0813,ABATACEPT,ABATACEPT,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0814,ACEBUTOLOL,ACEBUTOLOL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0815,ACENOCUMAROL,ACENOCUMAROL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0816,ACEPONATO DE METILPREDNISOLONA,ACEPONATO DE METILPREDNISOLONA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0817,ACETATO CÁLCICO,ACETATO CÁLCICO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0818,ACETATO DE MEGESTROL,ACETATO DE MEGESTROL,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0819,ACETATO DE ZINC,ACETATO DE ZINC,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0820,ACETILCOLINA,ACETILCOLINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0821,ÁCIDO ESPAGLÚMICO,ÁCIDO ESPAGLÚMICO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0822,ÁCIDO FOLÍNICO / FOLINATO CÁLCICO,ÁCIDO FOLÍNICO / FOLINATO CÁLCICO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0823,ÁCIDO PARAAMINOSALICÍLICO (PAS),ÁCIDO PARAAMINOSALICÍLICO (PAS),NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0824,ÁCIDO ZOLEDRÓNICO,ÁCIDO ZOLEDRÓNICO,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0825,ACTH/CORTICOTROPINA,ACTH/CORTICOTROPINA,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
MED-0826,ACTINOMICINA D,ACTINOMICINA D,NO_RENAL_CONTENT,1,0,0,0,0,0,,,,,REVISAR DESDE CERO: NO HAY CONTENIDO RENAL
